"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 15:09:32 GMT 2022","Wed Jun 01 15:09:37 GMT 2022","4934","","CiTest","","CiTest","testnavigation","testnavigation()","Navigation to the landing page"
